tweet_id,retweet_count,favorite_count,followers_count
830097400375152640,2636,8882,8882
829878982036299777,4491,0,0
829861396166877184,1761,11150,11150
829501995190984704,9562,29016,29016
829449946868879360,1824,9602,9602
829141528400556032,6636,22255,22255
829011960981237760,14634,48496,48496
828801551087042563,3087,0,0
828770345708580865,5269,23326,23326
828708714936930305,10090,33235,33235
828650029636317184,1210,8672,8672
828409743546925057,1059,5853,5853
828408677031882754,1162,7040,7040
828381636999917570,2016,11495,11495
828376505180889089,970,6779,6779
828372645993398273,2666,11505,11505
828361771580813312,161,2012,2012
828046555563323392,2601,10737,10737
828011680017821696,1949,9459,9459
827933404142436356,4721,18308,18308
827653905312006145,2732,14118,14118
827600520311402496,856,6858,6858
827324948884643840,2751,14514,14514
827199976799354881,2015,9704,9704
826958653328592898,4491,19695,19695
826848821049180160,9155,33025,33025
826615380357632002,3603,0,0
826598799820865537,225,4707,4707
826598365270007810,2137,9180,9180
826476773533745153,3819,16867,16867
826240494070030336,2373,12136,12136
826204788643753985,842,4462,4462
826115272272650244,2804,14300,14300
825876512159186944,1705,9614,9614
825829644528148480,2282,11664,11664
825535076884762624,15867,52003,52003
825147591692263424,4090,16725,16725
825120256414846976,1154,0,0
825026590719483904,1154,5736,5736
824796380199809024,4988,0,0
824775126675836928,3202,13647,13647
824663926340194305,1619,9657,9657
824325613288833024,9614,10850,10850
824297048279236611,3489,13844,13844
824025158776213504,539,4389,4389
823939628516474880,2480,9747,9747
823719002937630720,10147,0,0
823699002998870016,2262,12696,12696
823581115634085888,2392,11861,11861
823333489516937216,20,641,641
823322678127919110,3640,14383,14383
823269594223824897,9035,0,0
822975315408461824,3122,15874,15874
822872901745569793,38976,120339,120339
822859134160621569,2070,12063,12063
822647212903690241,5837,0,0
822610361945911296,2665,13561,13561
822489057087389700,5837,16627,16627
822462944365645825,12906,25709,25709
822244816520155136,9035,32154,32154
822163064745328640,4286,0,0
821886076407029760,2098,10350,10350
821813639212650496,3055,0,0
821765923262631936,1535,7667,7667
821522889702862852,1605,7353,7353
821421320206483457,5031,0,0
821407182352777218,3923,10815,10815
821153421864615936,8,229,229
821149554670182400,1791,7885,7885
821107785811234820,1922,8772,8772
821044531881721856,2079,11575,11575
820837357901512704,6110,0,0
820749716845686786,9004,28924,28924
820690176645140481,2949,11264,11264
820494788566847489,516,0,0
820446719150292993,2355,0,0
820314633777061888,516,3066,3066
820078625395449857,5660,18112,18112
820013781606658049,1063,0,0
819952236453363712,1063,4880,4880
819924195358416896,4448,11900,11900
819711362133872643,2800,12217,12217
819588359383371776,1834,8849,8849
819347104292290561,1100,6632,6632
819238181065359361,373,2065,2065
819227688460238848,6110,21161,21161
819015337530290176,33795,0,0
819015331746349057,17413,0,0
819006400881917954,17413,41857,41857
819004803107983360,33795,80450,80450
818646164899774465,19024,0,0
818627210458333184,6915,20649,20649
818614493328580609,2311,9038,9038
818588835076603904,5574,0,0
818536468981415936,2225,9958,9958
818307523543449600,7310,0,0
818259473185828864,2032,10119,10119
818145370475810820,2321,11287,11287
817908911860748288,723,4479,4479
817827839487737858,24580,47417,47417
817777686764523521,2470,9934,9934
817536400337801217,2679,10839,10839
817502432452313088,3064,0,0
817423860136083457,13301,31033,31033
817415592588222464,871,5161,5161
817181837579653120,7705,0,0
817171292965273600,1824,8049,8049
817120970343411712,2361,11205,11205
817056546584727552,1488,7909,7909
816829038950027264,4293,0,0
816816676327063552,1860,9221,9221
816697700272001025,2004,8982,8982
816450570814898180,7310,27929,27929
816336735214911488,1763,7946,7946
816091915477250048,1953,8268,8268
816062466425819140,922,0,0
816014286006976512,4776,0,0
815990720817401858,922,4560,4560
815966073409433600,7705,20597,20597
815745968457060357,3778,0,0
815736392542261248,2078,9041,9041
815639385530101762,1524,7556,7556
815390420867969024,3490,9540,9540
814986499976527872,1173,7055,7055
814638523311648768,2478,10402,10402
814578408554463233,5332,0,0
814530161257443328,1715,8026,8026
814153002265309185,7924,26567,26567
813944609378369540,2905,0,0
813910438903693312,1711,8587,8587
813812741911748608,12723,33611,33611
813800681631023104,1611,7664,7664
813217897535406080,6717,17202,17202
813202720496779264,1668,8535,8535
813187593374461952,3962,18271,18271
813172488309972993,1775,8550,8550
813157409116065792,2026,7152,7152
813142292504645637,2199,7836,7836
813130366689148928,411,4133,4133
813127251579564032,2870,10936,10936
813112105746448384,2519,9535,9535
813096984823349248,3317,9717,9717
813081950185472002,2551,9168,9168
813066809284972545,1797,7354,7354
813051746834595840,6694,19399,19399
812781120811126785,1758,6962,6962
812709060537683968,1330,6095,6095
812503143955202048,1125,5569,5569
812466873996607488,1770,7357,7357
812372279581671427,3358,12582,12582
811985624773361665,1288,6724,6724
811744202451197953,1440,6975,6975
811647686436880384,670,5159,5159
811627233043480576,2789,11748,11748
811386762094317568,5858,19284,19284
810984652412424192,1300,4906,4906
810896069567610880,1605,8297,8297
810657578271330305,2414,10129,10129
810284430598270976,10300,32415,32415
810254108431155201,3087,13514,13514
809920764300447744,3603,14328,14328
809808892968534016,4491,0,0
809448704142938112,1339,6430,6430
809220051211603969,5135,18327,18327
809084759137812480,3216,12181,12181
808838249661788160,2802,9357,9357
808733504066486276,1995,7297,7297
808501579447930884,2416,10451,10451
808344865868283904,19024,39195,39195
808134635716833280,5394,0,0
808106460588765185,2023,8149,8149
808001312164028416,3242,11517,11517
807621403335917568,3322,13466,13466
807106840509214720,50497,108647,108647
807059379405148160,6735,0,0
807010152071229440,3527,12069,12069
806629075125202948,31699,68668,68668
806620845233815552,5027,0,0
806576416489959424,1767,4517,4517
806542213899489280,2178,9464,9464
806242860592926720,10655,0,0
806219024703037440,1103,5959,5959
805958939288408065,4915,0,0
805932879469572096,1764,7653,7653
805826884734976000,1686,6073,6073
805823200554876929,7312,0,0
805520635690676224,1515,5334,5334
805487436403003392,2330,8094,8094
805207613751304193,1589,7267,7267
804738756058218496,3526,12580,12580
804475857670639616,1837,5672,5672
804413760345620481,2945,0,0
804026241225523202,14717,41049,41049
803773340896923648,2537,9291,9291
803692223237865472,6746,0,0
803638050916102144,3809,10116,10116
803380650405482500,1736,7168,7168
803321560782307329,4857,0,0
803276597545603072,2255,9266,9266
802952499103731712,1830,8359,8359
802624713319034886,2680,0,0
802600418706604034,1357,6577,6577
802572683846291456,2307,8270,8270
802323869084381190,5364,14912,14912
802265048156610565,1269,6428,6428
802239329049477120,2398,8415,8415
802185808107208704,245,0,0
801958328846974976,1558,7167,7167
801854953262350336,217,1686,1686
801538201127157760,1911,7590,7590
801285448605831168,761,5593,5593
801167903437357056,5394,22436,22436
801127390143516673,3628,0,0
801115127852503040,1952,7454,7454
800859414831898624,89,638,638
800855607700029440,1489,0,0
800751577355128832,2578,9826,9826
800513324630806528,2758,12102,12102
800459316964663297,2019,8787,8787
800443802682937345,3943,0,0
800388270626521089,2586,10288,10288
800188575492947969,3595,0,0
800141422401830912,2355,14144,14144
800018252395122689,12035,26213,26213
799774291445383169,4274,0,0
799757965289017345,1973,7736,7736
799422933579902976,1754,7447,7447
799308762079035393,4981,0,0
799297110730567681,2501,9126,9126
799063482566066176,2297,7475,7475
798933969379225600,4074,12086,12086
798925684722855936,1330,6939,6939
798705661114773508,6087,0,0
798701998996647937,7073,0,0
798697898615730177,5957,0,0
798694562394996736,4542,0,0
798686750113755136,2136,0,0
798682547630837760,4334,0,0
798673117451325440,5105,0,0
798665375516884993,3612,0,0
798644042770751489,1712,0,0
798628517273620480,1831,0,0
798585098161549313,5152,0,0
798576900688019456,5359,0,0
798340744599797760,3075,0,0
798209839306514432,2382,9657,9657
797971864723324932,2839,10670,10670
797545162159308800,4537,13447,13447
797236660651966464,6037,18446,18446
797165961484890113,24,208,208
796904159865868288,8172,0,0
796865951799083009,1803,7107,7107
796759840936919040,2771,10882,10882
796563435802726400,6568,0,0
796484825502875648,1614,6974,6974
796387464403357696,3808,10160,10160
796177847564038144,13069,0,0
796149749086875649,13069,29684,29684
796125600683540480,1636,4593,4593
796116448414461957,2205,8384,8384
796080075804475393,2123,7772,7772
796031486298386433,3415,9962,9962
795464331001561088,21505,45595,45595
795400264262053889,2634,9274,9274
795076730285391872,4988,14923,14923
794983741416415232,3105,0,0
794926597468000259,2118,9397,9397
794355576146903043,9479,0,0
794332329137291264,2485,8870,8870
794205286408003585,3049,8526,8526
793962221541933056,4491,15479,15479
793845145112371200,1712,8502,8502
793614319594401792,2852,0,0
793601777308463104,1495,7362,7362
793500921481273345,2187,9811,9811
793286476301799424,8417,22659,22659
793271401113350145,2211,7997,7997
793256262322548741,7637,18425,18425
793241302385262592,3010,9687,9687
793226087023144960,2672,9048,9048
793210959003287553,2557,8210,8210
793195938047070209,5189,14069,14069
793180763617361921,1828,6381,6381
793165685325201412,2589,8653,8653
793150605191548928,1556,5668,5668
793135492858580992,2297,5936,5936
793120401413079041,3599,11700,11700
792913359805018113,3639,13199,13199
792883833364439040,3918,10385,10385
792773781206999040,1545,6784,6784
792394556390137856,3936,12365,12365
792050063153438720,1640,6586,6586
791821351946420224,19243,0,0
791784077045166082,8694,0,0
791780927877898241,3483,0,0
791774931465953280,20311,41674,41674
791672322847637504,2852,10790,10790
791406955684368384,3778,12127,12127
791312159183634433,2310,8073,8073
791026214425268224,3719,0,0
790987426131050500,1946,9031,9031
790946055508652032,4293,15403,15403
790723298204217344,2101,0,0
790698755171364864,1765,7581,7581
790581949425475584,6514,19064,19064
790337589677002753,1736,7203,7203
790277117346975746,2905,11528,11528
790227638568808452,3237,0,0
789986466051088384,2101,8570,8570
789960241177853952,3727,0,0
789903600034189313,3795,9504,9504
789628658055020548,1603,6887,6887
789599242079838210,1754,6207,6207
789530877013393408,3105,10791,10791
789314372632018944,2092,7963,7963
789280767834746880,4492,0,0
789268448748703744,2392,8418,8418
789137962068021249,2551,8948,8948
788908386943430656,11399,25266,25266
788765914992902144,9479,25186,25186
788552643979468800,6512,0,0
788412144018661376,4836,14328,14328
788178268662984705,1947,6706,6706
788150585577050112,1177,5646,5646
788070120937619456,3159,0,0
788039637453406209,1200,5621,5621
787810552592695296,2788,7915,7915
787717603741622272,2526,9419,9419
787397959788929025,2605,10016,10016
787322443945877504,1602,7182,7182
787111942498508800,6179,0,0
786963064373534720,7267,24513,24513
786729988674449408,2215,0,0
786709082849828864,5604,16846,16846
786664955043049472,2310,9768,9768
786595970293370880,2854,8702,8702
786363235746385920,3147,10016,10016
786286427768250368,2603,7366,7366
786233965241827333,4286,13970,13970
786051337297522688,143,1322,1322
786036967502913536,6371,0,0
785927819176054784,2922,10463,10463
785872687017132033,1641,6149,6149
785639753186217984,2067,7205,7205
785533386513321988,1797,8310,8310
785515384317313025,1133,5620,5620
785264754247995392,1489,6723,6723
785170936622350336,4390,11048,11048
784826020293709826,2945,9303,9303
784517518371221505,2312,8265,8265
784431430411685888,1160,5293,5293
784183165795655680,7312,18431,18431
784057939640352768,10147,27304,27304
783839966405230592,9804,27563,27563
783821107061198850,1791,6797,6797
783695101801398276,2928,9600,9600
783466772167098368,2037,7734,7734
783391753726550016,4996,15560,15560
783347506784731136,5038,0,0
783334639985389568,10655,26764,26764
783085703974514689,1982,7513,7513
782969140009107456,6735,22170,22170
782747134529531904,1290,6884,6884
782722598790725632,4915,15860,15860
782598640137187329,1735,7164,7164
782305867769217024,5031,15280,15280
782021823840026624,5596,0,0
781955203444699136,3070,10268,10268
781661882474196992,2468,9595,9595
781655249211752448,1032,3673,3673
781524693396357120,5027,19001,19001
781308096455073793,2340,6555,6555
781251288990355457,1889,7675,7675
781163403222056960,2522,8974,8974
780931614150983680,6568,19861,19861
780858289093574656,1824,6580,6580
780800785462489090,1176,5034,5034
780601303617732608,3055,11042,11042
780543529827336192,1599,5803,5803
780496263422808064,3351,0,0
780476555013349377,103,0,0
780459368902959104,981,4854,4854
780192070812196864,2038,7987,7987
780092040432480260,2080,0,0
780074436359819264,4480,11113,11113
779834332596887552,6371,17251,17251
779377524342161408,2818,8017,8017
779124354206535695,16694,0,0
779056095788752897,4128,13528,13528
778990705243029504,6532,18271,18271
778774459159379968,8938,0,0
778764940568104960,328,797,797
778748913645780993,1180,6269,6269
778650543019483137,1366,5264,5264
778624900596654080,925,4219,4219
778408200802557953,3932,12538,12538
778396591732486144,11072,0,0
778383385161035776,999,5342,5342
778286810187399168,2994,9460,9460
778039087836069888,2405,7786,7786
778027034220126208,1458,6002,6002
777953400541634568,3186,0,0
777885040357281792,1482,5814,5814
777684233540206592,2680,10304,10304
777641927919427584,3844,0,0
777621514455814149,2299,7989,7989
777189768882946048,3894,12952,12952
776819012571455488,12290,0,0
776813020089548800,1098,4487,4487
776477788987613185,2504,8015,8015
776249906839351296,8271,0,0
776218204058357768,14395,27403,27403
776201521193218049,2285,8777,8777
776113305656188928,3943,10787,10787
776088319444877312,140,1674,1674
775898661951791106,15219,0,0
775842724423557120,2406,10710,10710
775733305207554048,3628,12667,12667
775729183532220416,4183,11896,11896
775364825476165632,2663,6775,6775
775350846108426240,3537,9297,9297
775085132600442880,4274,14229,14229
774757898236878852,1617,7888,7888
774639387460112384,1571,6190,6190
774314403806253056,4981,19965,19965
773985732834758656,3512,9888,9888
773922284943896577,1589,5895,5895
773704687002451968,1463,6051,6051
773670353721753600,1195,4909,4909
773547596996571136,5574,20228,20228
773336787167145985,4545,0,0
773308824254029826,6793,21310,21310
773247561583001600,2945,8624,8624
773191612633579521,3723,9123,9123
772877495989305348,3516,7839,7839
772826264096874500,2156,7334,7334
772615324260794368,3049,0,0
772581559778025472,1552,5938,5938
772193107915964416,1260,5522,5522
772152991789019136,1029,3487,3487
772117678702071809,669,3455,3455
772114945936949249,429,2517,2517
772102971039580160,843,3658,3658
771908950375665664,1718,5997,5997
771770456517009408,3075,10904,10904
771500966810099713,2378,7571,7571
771380798096281600,4545,9648,9648
771171053431250945,6729,0,0
771136648247640064,2660,8382,8382
771102124360998913,1297,5694,5694
771014301343748096,1500,6291,6291
770787852854652928,1078,4471,4471
770772759874076672,1296,4743,4743
770655142660169732,1631,6713,6713
770414278348247044,1885,5771,5771
770293558247038976,1319,5686,5686
770093767776997377,2755,0,0
770069151037685760,2081,6937,6937
769940425801170949,8629,28517,28517
769695466921623552,1526,5867,5867
769335591808995329,6992,0,0
769212283578875904,1570,4959,4959
768970937022709760,5858,13051,13051
768909767477751808,2378,0,0
768855141948723200,807,3822,3822
768609597686943744,1070,3752,3752
768596291618299904,1167,4616,4616
768554158521745409,5247,0,0
768473857036525572,3094,12447,12447
768193404517830656,3186,9885,9885
767884188863397888,1246,4348,4348
767754930266464257,4857,14541,14541
767500508068192258,2097,6849,6849
767191397493538821,3394,11208,11208
767122157629476866,2574,9287,9287
766793450729734144,1224,4613,4613
766714921925144576,340,2387,2387
766693177336135680,708,3675,3675
766423258543644672,1421,5483,5483
766313316352462849,1686,6184,6184
766078092750233600,2367,0,0
766069199026450432,754,3838,3838
766008592277377025,447,3425,3425
765719909049503744,1948,6593,6593
765669560888528897,1105,4702,4702
765395769549590528,3048,24335,24335
765371061932261376,1956,6506,6506
765222098633691136,3049,10624,10624
764857477905154048,1610,5916,5916
764259802650378240,1350,5478,5478
763956972077010945,48,711,711
763837565564780549,3719,11428,11428
763183847194451968,1317,4904,4904
763167063695355904,2687,0,0
763103485927849985,2058,6724,6724
762699858130116608,3237,11017,11017
762471784394268675,5787,10265,10265
762464539388485633,3727,9373,9373
762316489655476224,1013,4380,4380
762035686371364864,14015,29120,29120
761976711479193600,1776,4909,4909
761750502866649088,3510,0,0
761745352076779520,780,3908,3908
761672994376806400,26084,45098,45098
761599872357261312,1067,3772,3772
761371037149827077,16286,0,0
761334018830917632,1310,4686,4686
761292947749015552,983,4064,4064
761227390836215808,1403,4833,4833
761004547850530816,3159,10339,10339
760893934457552897,871,3470,3470
760656994973933572,1703,6015,6015
760641137271070720,1166,4544,4544
760539183865880579,3254,6887,6887
760521673607086080,1259,3826,3826
760290219849637889,10353,24381,24381
760252756032651264,782,3620,3620
760190180481531904,1609,5223,5223
760153949710192640,27,0,0
759943073749200896,1887,5398,5398
759846353224826880,1766,6111,6111
759793422261743616,1728,5431,5431
759557299618865152,1086,4293,4293
759447681597108224,2215,7671,7671
759446261539934208,446,1520,1520
759197388317847553,1770,5573,5573
759159934323924993,1049,0,0
759099523532779520,3740,13263,13263
759047813560868866,1804,5911,5911
758854675097526272,818,3231,3231
758828659922702336,3463,10190,10190
758740312047005698,1474,5232,5232
758474966123810816,900,3450,3450
758467244762497024,1989,4357,4357
758405701903519748,1720,4754,4754
758355060040593408,941,3057,3057
758099635764359168,8938,17270,17270
758041019896193024,333,2442,2442
757741869644341248,2956,6238,6238
757729163776290825,7062,0,0
757725642876129280,1080,4142,4142
757611664640446465,990,4170,4170
757597904299253760,272,0,0
757596066325864448,938,3964,3964
757400162377592832,6203,13764,13764
757393109802180609,1560,5327,5327
757354760399941633,1275,4102,4102
756998049151549440,1795,5689,5689
756939218950160384,1804,6047,6047
756651752796094464,1165,4551,4551
756526248105566208,3211,9425,9425
756303284449767430,984,3592,3592
756288534030475264,15938,40050,40050
756275833623502848,1374,5815,5815
755955933503782912,2569,6665,6665
