tweet_id,retweet_count,favorite_count,followers_count
755206590534418437,4816,14912,14912
755110668769038337,9969,19247,19247
754874841593970688,7077,0,0
754856583969079297,2265,6288,6288
754747087846248448,464,2349,2349
754482103782404096,1752,4806,4806
754449512966619136,658,3402,3402
754120377874386944,2121,7182,7182
753655901052166144,1952,5315,5315
753420520834629632,3167,7137,7137
753398408988139520,1692,5223,5223
753375668877008896,2080,6919,6919
753298634498793472,5088,0,0
753294487569522689,935,3022,3022
753039830821511168,18723,33695,33695
753026973505581056,854,3557,3557
752932432744185856,6179,11475,11475
752917284578922496,1408,6318,6318
752701944171524096,2566,0,0
752682090207055872,1428,5459,5459
752660715232722944,1399,3975,3975
752568224206688256,2052,4989,4989
752519690950500352,3074,6660,6660
752334515931054080,989,3501,3501
752309394570878976,14638,0,0
752173152931807232,1630,5410,5410
751950017322246144,814,2789,2789
751937170840121344,1174,4717,4717
751830394383790080,1750,5309,5309
751793661361422336,2552,5265,5265
751598357617971201,2759,7220,7220
751583847268179968,991,3977,3977
751538714308972544,1129,4584,4584
751456908746354688,910,2932,2932
751251247299190784,5275,11430,11430
751205363882532864,1638,5734,5734
751132876104687617,1164,4598,4598
750868782890057730,1218,4356,4356
750719632563142656,4492,11936,11936
750506206503038976,1023,4021,4021
750429297815552001,3844,11988,11988
750383411068534784,1018,4137,4137
750381685133418496,25,654,654
750147208377409536,862,2837,2837
750132105863102464,1149,3285,3285
750117059602808832,1183,3950,3950
750101899009982464,760,2779,2779
750086836815486976,479,1968,1968
750071704093859840,2975,7078,7078
750056684286914561,804,2874,2874
750041628174217216,558,2891,2891
750026558547456000,703,2456,2456
750011400160841729,802,2930,2930
749996283729883136,740,2756,2756
749981277374128128,2220,4674,4674
749774190421639168,1179,4235,4235
749417653287129088,1481,5527,5527
749403093750648834,479,2380,2380
749395845976588288,3094,7765,7765
749317047558017024,2005,4953,4953
749075273010798592,1838,5213,5213
749064354620928000,1376,4378,4378
749036806121881602,719,2803,2803
748977405889503236,3063,9745,9745
748932637671223296,2019,5280,5280
748705597323898880,852,2515,2515
748699167502000129,1432,4282,4282
748692773788876800,1207,3847,3847
748575535303884801,1771,5504,5504
748568946752774144,594,1986,1986
748346686624440324,1099,4709,4709
748337862848962560,3660,6905,6905
748324050481647620,667,3363,3363
748307329658011649,640,3349,3349
748220828303695873,6932,12851,12851
747963614829678593,1914,5233,5233
747933425676525569,2307,6013,6013
747885874273214464,858,2652,2652
747844099428986880,663,2553,2553
747816857231626240,1031,4395,4395
747651430853525504,138,1241,1241
747648653817413632,5205,11692,11692
747600769478692864,513,2106,2106
747594051852075008,935,3322,3322
747512671126323200,1449,4986,4986
747461612269887489,916,3491,3491
747439450712596480,1720,4918,4918
747242308580548608,2572,0,0
747219827526344708,1413,4765,4765
747204161125646336,809,3040,3040
747103485104099331,3544,8671,8671
746906459439529985,261,2646,2646
746872823977771008,1889,5431,5431
746818907684614144,1558,4821,4821
746790600704425984,1429,4425,4425
746757706116112384,3483,8607,8607
746726898085036033,1611,5491,5491
746542875601690625,1710,4585,4585
746521445350707200,877,0,0
746507379341139972,971,4260,4260
746369468511756288,1450,5606,5606
746131877086527488,1954,6216,6216
746056683365994496,720,3220,3220
745789745784041472,943,3565,3565
745712589599014916,2074,6327,6327
745433870967832576,2264,6383,6383
745422732645535745,2155,7743,7743
745314880350101504,2441,6444,6444
745074613265149952,3113,7080,7080
745057283344719872,2016,6559,6559
744995568523612160,556,2661,2661
744971049620602880,2395,7125,7125
744709971296780288,1397,5077,5077
744334592493166593,1889,6184,6184
744234799360020481,69163,141325,141325
744223424764059648,320,1491,1491
743980027717509120,981,3778,3778
743895849529389061,858,3302,3302
743835915802583040,1829,0,0
743609206067040256,1238,4055,4055
743595368194129920,5822,16503,16503
743545585370791937,847,3188,3188
743510151680958465,3331,7208,7208
743253157753532416,1098,3826,3826
743222593470234624,1704,5577,5577
743210557239623680,1217,3477,3477
742534281772302336,3212,6404,6404
742528092657332225,1764,3993,3993
742465774154047488,3525,6554,6554
742423170473463808,3351,8831,8831
742385895052087300,1733,6105,6105
742161199639494656,1220,3907,3907
742150209887731712,1368,4583,4583
741793263812808706,1362,4113,4113
741743634094141440,2450,7372,7372
741438259667034112,731,3323,3323
741303864243200000,2854,7910,7910
741099773336379392,4907,8999,8999
741067306818797568,2755,8628,8628
740995100998766593,2413,5672,5672
740711788199743490,839,3065,3065
740699697422163968,693,2568,2568
740676976021798912,6087,16379,16379
740373189193256964,11852,31612,31612
740365076218183684,378,2200,2200
740359016048689152,781,2974,2974
740214038584557568,1754,5996,5996
739979191639244800,5247,17954,17954
739932936087216128,958,3635,3635
739844404073074688,773,3433,3433
739623569819336705,1215,3407,3407
739606147276148736,1469,4844,4844
739544079319588864,18875,35588,35588
739485634323156992,2591,6425,6425
739238157791694849,51668,104281,104281
738891149612572673,6,87,87
738885046782832640,1018,3404,3404
738883359779196928,705,2958,2958
738537504001953792,1363,4581,4581
738402415918125056,730,2926,2926
738184450748633089,1087,3871,3871
738166403467907072,2975,7872,7872
738156290900254721,573,2223,2223
737826014890496000,1570,4696,4696
737800304142471168,3117,8969,8969
737678689543020544,1165,4518,4518
737445876994609152,3982,9222,9222
737322739594330112,716,3242,3242
737310737551491075,6605,13209,13209
736736130620620800,1522,3780,3780
736392552031657984,6512,15936,15936
736365877722001409,1085,3584,3584
736225175608430592,2493,7296,7296
736010884653420544,2652,7078,7078
735991953473572864,1024,3225,3225
735648611367784448,984,3643,3643
735635087207878657,2091,5512,5512
735274964362878976,4440,11767,11767
735256018284875776,791,2994,2994
735137028879360001,861,2820,2820
734912297295085568,463,2474,2474
734787690684657664,5665,11280,11280
734776360183431168,480,2263,2263
734559631394082816,346,1345,1345
733828123016450049,701,3213,3213
733822306246479872,901,3304,3304
733482008106668032,834,2809,2809
733460102733135873,1120,3775,3775
733109485275860992,15219,48056,48056
732732193018155009,473,2170,2170
732726085725589504,779,3199,3199
732585889486888962,701,3274,3274
732375214819057664,2243,7243,7243
732005617171337216,4776,13338,13338
731285275100512256,881,3119,3119
731156023742988288,1117,3457,3457
730924654643314689,1746,5466,5466
730573383004487680,1874,4347,4347
730427201120833536,924,3123,3123
730211855403241472,941,3401,3401
730196704625098752,1666,4325,4325
729854734790754305,992,3617,3617
729838605770891264,334,1558,1558
729823566028484608,1105,3554,3554
729463711119904772,2050,5190,5190
729113531270991872,286,1698,1698
728986383096946689,725,2814,2814
728760639972315136,1509,4173,4173
728751179681943552,604,2467,2467
728653952833728512,928,2988,2988
728409960103686147,1791,4379,4379
728387165835677696,861,3322,3322
728046963732717569,1062,3819,3819
728035342121635841,1479,4049,4049
728015554473250816,971,3685,3685
727685679342333952,559,2654,2654
727644517743104000,1557,5258,5258
727524757080539137,1059,3990,3990
727314416056803329,661,2992,2992
727286334147182592,729,2735,2735
727175381690781696,1214,3494,3494
727155742655025152,1171,3246,3246
726935089318363137,2152,6140,6140
726887082820554753,1343,3449,3449
726828223124897792,896,3204,3204
726224900189511680,1019,3958,3958
725842289046749185,2367,6346,6346
725786712245440512,1223,3741,3741
725729321944506368,1571,4659,4659
725458796924002305,550,1279,1279
724983749226668032,1141,3351,3351
724771698126512129,559,2098,2098
724405726123311104,1481,4744,4744
724049859469295616,1586,3863,3863
724046343203856385,507,2392,2392
724004602748780546,1369,3748,3748
723912936180330496,1101,3495,3495
723688335806480385,2598,6886,6886
723673163800948736,800,2723,2723
723179728551723008,1655,4743,4743
722974582966214656,1401,3687,3687
722613351520608256,1461,4467,4467
721503162398597120,1610,4135,4135
721001180231503872,543,2289,2289
720785406564900865,683,2775,2775
720775346191278080,549,2208,2208
720415127506415616,1329,3695,3695
720389942216527872,2212,5715,5715
720340705894408192,850,2561,2561
720059472081784833,997,3460,3460
720043174954147842,1777,4452,4452
719991154352222208,1565,4373,4373
719704490224398336,1263,4049,4049
719551379208073216,1682,4543,4543
719367763014393856,675,2538,2538
719339463458033665,1096,3984,3984
719332531645071360,830,3095,3095
718971898235854848,957,3123,3123
718939241951195136,1549,4671,4671
718631497683582976,7073,16889,16889
718613305783398402,423,2182,2182
718540630683709445,907,2190,2190
718460005985447936,464,2419,2419
718454725339934721,1351,4394,4394
718246886998687744,436,1706,1706
718234618122661888,891,3465,3465
717841801130979328,537,2220,2220
717790033953034240,966,2567,2567
717537687239008257,1621,5163,5163
717428917016076293,398,1439,1439
717421804990701568,737,2793,2793
717047459982213120,1700,5621,5621
717009362452090881,856,2910,2910
716802964044845056,1027,3861,3861
716791146589110272,1464,8226,8226
716730379797970944,392,1110,1110
716447146686459905,5204,11713,11713
716439118184652801,183,2135,2135
716285507865542656,946,2494,2494
716080869887381504,1674,6072,6072
715928423106027520,771,2857,2857
715758151270801409,1265,3333,3333
715733265223708672,1499,4165,4165
715704790270025728,506,2498,2498
715696743237730304,1138,3489,3489
715680795826982913,1421,3880,3880
715360349751484417,1385,4909,4909
715342466308784130,607,2716,2716
715220193576927233,576,2150,2150
715200624753819648,1648,4629,4629
715009755312439296,1078,3718,3718
714982300363173890,912,3332,3332
714962719905021952,3755,6547,6547
714957620017307648,1259,3717,3717
714631576617938945,871,2938,2938
714606013974974464,812,3266,3266
714485234495041536,992,2395,2395
714258258790387713,660,2736,2736
714251586676113411,747,2947,2947
714214115368108032,782,2072,2072
714141408463036416,1245,3883,3883
713919462244790272,703,2962,2962
713909862279876608,475,1705,1705
713900603437621249,641,2539,2539
713761197720473600,1214,4347,4347
713411074226274305,1158,3992,3992
713177543487135744,2543,6473,6473
713175907180089344,1304,3976,3976
712809025985978368,5957,17096,17096
712717840512598017,4434,11048,11048
712668654853337088,1082,3723,3723
712438159032893441,1387,4767,4767
712309440758808576,24,217,217
712097430750289920,915,3365,3365
712092745624633345,785,2632,2632
712085617388212225,426,2932,2932
712065007010385924,559,2014,2014
711998809858043904,119,0,0
711968124745228288,2047,7212,7212
711743778164514816,886,2547,2547
711732680602345472,3613,7900,7900
711694788429553666,16286,29550,29550
711652651650457602,807,3453,3453
711363825979756544,1001,3239,3239
711306686208872448,661,2972,2972
711008018775851008,547,2660,2660
710997087345876993,1236,4102,4102
710844581445812225,599,2290,2290
710833117892898816,464,2405,2405
710658690886586372,504,2082,2082
710609963652087808,2119,4321,4321
710588934686908417,1661,4083,4083
710296729921429505,657,2139,2139
710283270106132480,470,1932,1932
710272297844797440,1113,4038,4038
710269109699739648,992,2142,2142
710153181850935296,795,2630,2630
710140971284037632,783,2457,2457
710117014656950272,1752,4918,4918
709918798883774466,963,3130,3130
709901256215666688,89,595,595
709852847387627521,1071,3153,3153
709566166965075968,1048,3172,3172
709556954897764353,966,2931,2931
709519240576036864,216,1346,1346
709449600415961088,506,1961,1961
709409458133323776,604,2377,2377
709225125749587968,514,2151,2151
709207347839836162,5084,11185,11185
709198395643068416,574,2205,2205
709179584944730112,590,1817,1817
709158332880297985,358,1825,1825
709042156699303936,1449,4219,4219
708853462201716736,583,1637,1637
708845821941387268,792,2690,2690
708834316713893888,438,1498,1498
708810915978854401,6146,14879,14879
708738143638450176,726,2481,2481
708711088997666817,628,2286,2286
708479650088034305,607,2283,2283
708469915515297792,712,2756,2756
708400866336894977,8896,14334,14334
708356463048204288,1176,3227,3227
708349470027751425,662,2137,2137
708149363256774660,1386,3890,3890
708130923141795840,767,3026,3026
708119489313951744,868,2415,2415
708109389455101952,491,1758,1758
708026248782585858,1714,3975,3975
707995814724026368,988,2790,2790
707983188426153984,2,43,43
707969809498152960,854,2426,2426
707776935007539200,851,2933,2933
707741517457260545,543,2233,2233
707738799544082433,2155,3641,3641
707693576495472641,899,3034,3034
707629649552134146,771,2301,2301
707610948723478529,5596,15228,15228
707420581654872064,611,2018,2018
707411934438625280,531,2066,2066
707387676719185920,1120,3130,3130
707377100785885184,957,2929,2929
707315916783140866,564,2231,2231
707297311098011648,697,2509,2509
707059547140169728,611,2342,2342
707038192327901184,698,1971,1971
707021089608753152,1203,3646,3646
707014260413456384,534,2066,2066
706904523814649856,6992,13136,13136
706901761596989440,507,1845,1845
706681918348251136,876,2950,2950
706644897839910912,959,2294,2294
706593038911545345,567,1935,1935
706538006853918722,1266,3114,3114
706516534877929472,913,2817,2817
706346369204748288,823,3078,3078
706310011488698368,6993,19068,19068
706291001778950144,425,1527,1527
706265994973601792,826,2444,2444
706169069255446529,1976,3517,3517
706166467411222528,1418,4615,4615
706153300320784384,336,1326,1326
705975130514706432,652,2795,2795
705970349788291072,784,2853,2853
705898680587526145,487,2122,2122
705786532653883392,455,1757,1757
705591895322394625,1007,2817,2817
705475953783398401,806,2665,2665
705442520700944385,1430,3967,3967
705428427625635840,1491,3411,3411
705239209544720384,662,2678,2678
705223444686888960,706,2322,2322
705102439679201280,467,1921,1921
705066031337840642,548,1965,1965
704871453724954624,994,3892,3892
704859558691414016,468,2009,2009
704847917308362754,1340,4576,4576
704819833553219584,881,2382,2382
704761120771465216,2572,5963,5963
704499785726889984,878,2579,2579
704491224099647488,68,668,668
704480331685040129,955,3060,3060
704364645503647744,3166,7164,7164
704347321748819968,305,1406,1406
704134088924532736,403,1354,1354
704113298707505153,509,1664,1664
704054845121142784,831,2626,2626
703774238772166656,395,1662,1662
703769065844768768,998,2921,2921
703631701117943808,586,2304,2304
703611486317502464,1347,3440,3440
703425003149250560,1191,3400,3400
703407252292673536,611,2211,2211
703382836347330562,1006,3136,3136
703356393781329922,338,1723,1723
703268521220972544,487,1785,1785
703079050210877440,2737,6640,6640
703041949650034688,11072,23709,23709
702932127499816960,633,2296,2296
702899151802126337,401,1450,1450
702684942141153280,945,2898,2898
702671118226825216,495,1959,1959
702598099714314240,3075,10998,10998
702539513671897089,847,2578,2578
702332542343577600,1359,2853,2853
702321140488925184,930,2937,2937
702276748847800320,682,2224,2224
702217446468493312,1193,4261,4261
701981390485725185,869,3067,3067
701952816642965504,907,3434,3434
701889187134500865,1237,3167,3167
701805642395348998,1479,3051,3051
701601587219795968,410,1881,1881
701570477911896070,815,2506,2506
701545186879471618,533,2386,2386
701214700881756160,4542,10977,10977
700890391244103680,499,1984,1984
700864154249383937,546,2336,2336
700847567345688576,443,2216,2216
700796979434098688,841,2186,2186
700747788515020802,8271,20477,20477
700518061187723268,705,2324,2324
700505138482569216,512,2045,2045
700462010979500032,1597,3686,3686
700167517596164096,636,2357,2357
700151421916807169,590,2000,2000
700143752053182464,2378,6726,6726
700062718104104960,594,2380,2380
700029284593901568,523,1868,1868
700002074055016451,1176,2954,2954
699801817392291840,833,2708,2708
699788877217865730,461,1999,1999
699779630832685056,1083,2441,2441
699775878809702401,530,1767,1767
699691744225525762,4059,9223,9223
699446877801091073,2341,5353,5353
699434518667751424,458,1979,1979
699423671849451520,281,1217,1217
699413908797464576,554,1876,1876
699370870310113280,380,1694,1694
699323444782047232,772,2830,2830
699088579889332224,551,2020,2020
699079609774645248,555,2200,2200
699072405256409088,1060,2638,2638
699060279947165696,1583,3358,3358
699036661657767936,1071,2348,2348
698989035503689728,855,3009,3009
698953797952008193,799,2413,2413
698907974262222848,545,2283,2283
698710712454139905,602,2209,2209
698703483621523456,331,1289,1289
698635131305795584,305,1158,1158
698549713696649216,545,2085,2085
698355670425473025,387,1658,1658
698342080612007937,847,2030,2030
698262614669991936,1748,4281,4281
698195409219559425,5332,15111,15111
698178924120031232,661,2528,2528
697995514407682048,298,1375,1375
697990423684476929,1149,2948,2948
697943111201378304,594,2150,2150
697881462549430272,1031,2721,2721
697630435728322560,487,1556,1556
697616773278015490,902,2826,2826
697596423848730625,1103,2695,2695
697575480820686848,442,1839,1839
697516214579523584,974,1835,1835
697482927769255936,587,2183,2183
697463031882764288,1240,3084,3084
697270446429966336,1679,4248,4248
697259378236399616,878,2951,2951
697255105972801536,1032,2782,2782
697242256848379904,604,2274,2274
696900204696625153,911,2855,2855
696894894812565505,607,2113,2113
696886256886657024,1594,4348,4348
696877980375769088,625,2202,2202
696754882863349760,320,1337,1337
696744641916489729,821,1851,1851
696713835009417216,574,2123,2123
696518437233913856,1533,3550,3550
696490539101908992,120,1106,1106
696488710901260288,903,2261,2261
696405997980676096,1030,2855,2855
696100768806522880,579,1725,1725
695816827381944320,1025,2695,2695
695794761660297217,685,2846,2846
695767669421768709,650,1671,1671
695629776980148225,1849,4093,4093
695446424020918272,1618,4000,4000
695409464418041856,3170,7774,7774
695314793360662529,1270,3270,3270
695095422348574720,533,2402,2402
695074328191332352,969,2551,2551
695064344191721472,517,1450,1450
695051054296211456,706,2372,2372
694925794720792577,803,2432,2432
694905863685980160,815,2467,2467
694669722378485760,12772,32118,32118
694356675654983680,245,1361,1361
694352839993344000,533,1838,1838
694342028726001664,424,1426,1426
694329668942569472,440,1781,1781
694206574471057408,1824,3724,3724
694183373896572928,829,2645,2645
694001791655137281,906,3051,3051
693993230313091072,354,1691,1691
693942351086120961,320,1570,1570
693647888581312512,510,2406,2406
693644216740769793,114,1224,1224
693642232151285760,371,2282,2282
693629975228977152,711,2219,2219
693622659251335168,330,1398,1398
693590843962331137,1739,4529,4529
693582294167244802,219,1489,1489
693486665285931008,553,1596,1596
693280720173801472,1098,3028,3028
693267061318012928,716,2155,2155
693262851218264065,443,2004,2004
693231807727280129,654,2590,2590
693155686491000832,2839,7089,7089
693109034023534592,546,1524,1524
693095443459342336,397,1650,1650
692919143163629568,681,2439,2439
692905862751522816,772,2185,2185
692901601640583168,529,1581,1581
692894228850999298,699,2030,2030
692828166163931137,780,2586,2586
692752401762250755,3226,6117,6117
692568918515392513,1365,3944,3944
692535307825213440,1212,2829,2829
692530551048294401,361,1651,1651
692423280028966913,191,1339,1339
692417313023332352,3064,8412,8412
692187005137076224,731,2276,2276
692158366030913536,708,1922,1922
692142790915014657,349,1476,1476
692041934689402880,1111,3055,3055
692017291282812928,846,2612,2612
691820333922455552,1454,3542,3542
691793053716221953,3745,7298,7298
691756958957883396,869,2540,2540
691675652215414786,454,1757,1757
691483041324204033,490,2138,2138
691459709405118465,997,3636,3636
691444869282295808,734,2372,2372
691416866452082688,6746,17393,17393
691321916024623104,587,2319,2319
691096613310316544,780,2680,2680
691090071332753408,296,1556,1556
690989312272396288,2547,5304,5304
690959652130045952,1091,3226,3226
690938899477221376,1711,3692,3692
690932576555528194,879,2957,2957
690735892932222976,1123,3403,3403
690728923253055490,456,1939,1939
690690673629138944,733,2088,2088
690649993829576704,244,1174,1174
690607260360429569,14,275,275
690597161306841088,536,1737,1737
690400367696297985,394,1702,1702
690374419777196032,754,2895,2895
690360449368465409,775,2387,2387
690348396616552449,457,1337,1337
690248561355657216,362,1496,1496
690021994562220032,910,2523,2523
690015576308211712,648,2242,2242
690005060500217858,1524,3297,3297
689999384604450816,323,1266,1266
689993469801164801,395,1323,1323
689977555533848577,399,1234,1234
689905486972461056,607,2210,2210
689877686181715968,1022,2737,2737
689835978131935233,672,1965,1965
689661964914655233,837,2921,2921
689659372465688576,3410,9287,9287
689623661272240129,570,1994,1994
689599056876867584,4943,10502,10502
689557536375177216,393,1855,1855
689517482558820352,1269,3064,3064
689289219123089408,829,2029,2029
689283819090870273,978,2941,2941
689280876073582592,631,1784,1784
689275259254616065,218,1028,1028
689255633275777024,955,2285,2285
689154315265683456,877,2789,2789
689143371370250240,449,1831,1831
688916208532455424,760,2436,2436
688908934925697024,696,1898,1898
688898160958271489,701,1879,1879
688894073864884227,609,2018,2018
688828561667567616,310,1253,1253
688804835492233216,165,868,868
688789766343622656,591,2004,2004
688547210804498433,611,2339,2339
688519176466644993,647,2100,2100
688385280030670848,4003,8314,8314
688211956440801280,729,2030,2030
688179443353796608,518,1922,1922
688116655151435777,685,2551,2551
688064179421470721,313,1549,1549
687841446767013888,2197,4889,4889
687826841265172480,990,2459,2459
687818504314159109,847,2231,2231
687807801670897665,638,2130,2130
687732144991551489,585,1582,1582
687704180304273409,757,2190,2190
687664829264453632,463,1760,1760
687494652870668288,519,1715,1715
687480748861947905,215,1440,1440
687476254459715584,471,1779,1779
687460506001633280,483,1841,1841
687399393394311168,541,1702,1702
687317306314240000,8172,18193,18193
687312378585812992,1699,3920,3920
687127927494963200,2009,4860,4860
687124485711986689,453,1974,1974
687109925361856513,2194,5247,5247
687102708889812993,854,2113,2113
687096057537363968,544,2025,2025
686947101016735744,2842,7784,7784
686760001961103360,1236,3169,3169
686749460672679938,1292,3131,3131
686730991906516992,1071,3718,3718
686683045143953408,718,2550,2550
686618349602762752,1217,3336,3336
686606069955735556,482,1705,1705
686394059078897668,625,1554,1554
686386521809772549,768,2928,2928
686377065986265092,501,1994,1994
686358356425093120,577,1941,1941
686286779679375361,1486,3626,3626
686050296934563840,647,2025,2025
686035780142297088,101,1035,1035
686034024800862208,1008,2780,2780
686007916130873345,355,2232,2232
686003207160610816,553,1640,1640
685973236358713344,466,1886,1886
685943807276412928,520,1464,1464
685906723014619143,2539,6743,6743
685681090388975616,106,1836,1836
685667379192414208,506,2138,2138
685663452032069632,1308,2912,2912
685641971164143616,687,2644,2644
685547936038666240,13821,29653,29653
685532292383666176,1029,2746,2746
685325112850124800,3510,8464,8464
685321586178670592,570,2392,2392
685315239903100929,926,2957,2957
685307451701334016,384,1870,1870
685268753634967552,1047,2760,2760
685198997565345792,583,2086,2086
685169283572338688,1254,3684,3684
684969860808454144,319,2159,2159
684959798585110529,2755,6151,6151
684940049151070208,918,2884,2884
684926975086034944,409,3123,3123
684914660081053696,1291,3147,3147
684902183876321280,455,1664,1664
684880619965411328,707,1872,1872
684830982659280897,19243,31566,31566
684800227459624960,892,2456,2456
684594889858887680,3106,7985,7985
684588130326986752,1257,3733,3733
684567543613382656,1078,2704,2704
684538444857667585,834,2373,2373
684481074559381504,1049,3480,3480
684460069371654144,490,1775,1775
684241637099323392,2894,7316,7316
684225744407494656,182,1109,1109
684222868335505415,1217,3418,3418
684200372118904832,920,1922,1922
684195085588783105,448,1714,1714
684188786104872960,1020,3126,3126
684177701129875456,579,1818,1818
684147889187209216,1331,2659,2659
684122891630342144,415,1812,1812
684097758874210310,1262,3695,3695
683857920510050305,996,3429,3429
683852578183077888,309,1748,1748
683849932751646720,835,2354,2354
683834909291606017,1000,2355,2355
683828599284170753,955,2526,2526
683773439333797890,1197,2981,2981
683742671509258241,2947,5821,5821
683515932363329536,2566,6663,6663
683498322573824003,856,2848,2848
683481228088049664,884,2386,2386
683462770029932544,606,2174,2174
683449695444799489,1427,3493,3493
683391852557561860,2136,6850,6850
683357973142474752,811,2609,2609
683142553609318400,922,2578,2578
683111407806746624,809,3057,3057
683098815881154561,578,1948,1948
683078886620553216,509,1797,1797
683030066213818368,649,1942,1942
682962037429899265,14594,32932,32932
682808988178739200,149,1582,1582
682788441537560576,1001,2229,2229
682750546109968385,386,1361,1361
682697186228989953,327,1177,1177
682662431982772225,961,2725,2725
682638830361513985,524,1850,1850
682429480204398592,1017,3088,3088
682406705142087680,1555,6767,6767
682393905736888321,580,2008,2008
682389078323662849,418,1492,1492
682303737705140231,871,2755,2755
682259524040966145,1056,3689,3689
682242692827447297,1019,2884,2884
682088079302213632,8694,16355,16355
682059653698686977,1510,4424,4424
682047327939461121,833,2867,2867
682032003584274432,1755,5917,5917
682003177596559360,1338,2783,2783
681981167097122816,903,2523,2523
681891461017812993,730,2202,2202
681694085539872773,3595,11486,11486
681679526984871937,391,1586,1586
681654059175129088,804,2358,2358
681610798867845120,410,1688,1688
681579835668455424,1156,3168,3168
681523177663676416,5088,12860,12860
681340665377193984,246,1473,1473
681339448655802368,3626,8359,8359
681320187870711809,657,2351,2351
681302363064414209,1594,3505,3505
681297372102656000,837,2896,2896
681281657291280384,976,2894,2894
681261549936340994,233,1292,1292
681242418453299201,460,1316,1316
681231109724700672,430,2177,2177
681193455364796417,1302,3318,3318
680970795137544192,573,2159,2159
680959110691590145,1779,4131,4131
680940246314430465,914,2845,2845
680934982542561280,385,1863,1863
680913438424612864,551,2151,2151
680889648562991104,315,1562,1562
680836378243002368,1159,3110,3110
680805554198020098,593,1914,1914
680801747103793152,727,2127,2127
680798457301471234,922,2541,2541
680609293079592961,615,2342,2342
680583894916304897,1168,3220,3220
680497766108381184,1698,3787,3787
680494726643068929,427,1538,1538
680473011644985345,653,2293,2293
680440374763077632,425,1291,1291
680221482581123072,254,1317,1317
680206703334408192,1015,2518,2518
680191257256136705,434,1933,1933
680176173301628928,1362,3460,3460
680161097740095489,650,2090,2090
680145970311643136,1525,3223,3223
680130881361686529,836,2051,2051
680115823365742593,812,2440,2440
680100725817409536,1217,3217,3217
680085611152338944,7983,11489,11489
680070545539371008,760,2327,2327
679877062409191424,568,1729,1729
679872969355714560,584,1958,1958
679862121895714818,538,2186,2186
679854723806179328,1076,2544,2544
679844490799091713,675,2131,2131
679828447187857408,12290,32309,32309
679777920601223168,972,2786,2786
679736210798047232,703,1866,1866
679729593985699840,731,1948,1948
679722016581222400,420,1492,1492
679530280114372609,1842,4268,4268
679527802031484928,642,2356,2356
679511351870550016,1115,2986,2986
679503373272485890,1310,2835,2835
679475951516934144,565,1866,1866
679462823135686656,16694,28713,28713
679405845277462528,1044,2105,2105
679158373988876288,7077,18950,18950
679148763231985668,897,2485,2485
679132435750195208,1012,2618,2618
679111216690831360,2255,5291,5291
679062614270468097,7062,15112,15112
679047485189439488,580,2014,2014
679001094530465792,1071,2535,2535
678991772295516161,995,2016,2016
678969228704284672,404,1456,1456
678800283649069056,799,2295,2295
678798276842360832,1006,3092,3092
678774928607469569,800,2506,2506
678767140346941444,1198,3138,3138
678764513869611008,411,1450,1450
678755239630127104,2876,6349,6349
678740035362037760,1463,3312,3312
678708137298427904,2135,4986,4986
678675843183484930,1289,2536,2536
678643457146150913,351,1821,1821
678446151570427904,1342,3574,3574
678424312106393600,2214,4879,4879
678410210315247616,1579,3734,3734
678399652199309312,27991,71695,71695
678396796259975168,364,1416,1416
678389028614488064,369,1667,1667
678380236862578688,801,2181,2181
678341075375947776,465,1532,1532
678334497360859136,220,1154,1154
678278586130948096,5386,10172,10172
678255464182861824,320,1415,1415
678023323247357953,336,1694,1694
678021115718029313,5503,12051,12051
677961670166224897,1494,3064,3064
677918531514703872,352,1185,1185
677895101218201600,1797,4278,4278
677716515794329600,851,2710,2710
677700003327029250,1257,3033,3033
677698403548192770,279,1086,1086
677687604918272002,733,2206,2206
677673981332312066,1316,2959,2959
677662372920729601,827,1732,1732
677644091929329666,713,1660,1660
677573743309385728,585,1895,1895
677565715327688705,401,1155,1155
677557565589463040,988,2167,2167
677547928504967168,3216,6166,6166
677530072887205888,196,938,938
677335745548390400,1516,2676,2676
677334615166730240,246,1195,1195
677331501395156992,202,961,961
677328882937298944,1308,3250,3250
677314812125323265,458,1460,1460
677301033169788928,348,1082,1082
677269281705472000,624,1755,1755
677228873407442944,1422,3140,3140
677187300187611136,792,2429,2429
676975532580409345,927,2460,2460
676957860086095872,709,1974,1974
676949632774234114,344,1153,1153
676948236477857792,756,1908,1908
676946864479084545,320,1531,1531
676942428000112642,657,1828,1828
676936541936185344,4334,11304,11304
676916996760600576,1585,2633,2633
676897532954456065,627,1991,1991
676864501615042560,611,1835,1835
676821958043033607,13483,20162,20162
676819651066732545,588,1611,1611
676811746707918848,368,1273,1273
676776431406465024,1769,4429,4429
676617503762681856,836,2560,2560
676613908052996102,169,957,957
676606785097199616,381,1675,1675
676603393314578432,332,1017,1017
676593408224403456,1838,4025,4025
676590572941893632,105,813,813
676588346097852417,679,2031,2031
676582956622721024,247,1046,1046
676575501977128964,974,2274,2274
676533798876651520,482,1660,1660
676496375194980353,456,1334,1334
676470639084101634,4087,10319,10319
676440007570247681,576,1528,1528
676430933382295552,298,1226,1226
676263575653122048,471,1836,1836
676237365392908289,240,1054,1054
676219687039057920,27198,69193,69193
676215927814406144,505,1523,1523
676191832485810177,894,1999,1999
676146341966438401,573,1714,1714
